Paragraph 0
第一回宴桃园豪杰三结义斩黄巾英雄首立功	Đệ nhất hồi yến đào viên hào kiệt tam kết nghĩa trảm hoàng cân anh hùng thủ lập công
次日，关公引兵出，龚都披挂出阵。	Thứ nhật, quan công dẫn binh xuất, cung đô phi quải xuất trận.
关公曰：“汝等何故背反朝廷？	Quan công viết: "Nhữ đẳng hà cố bối phản triều đình?
”都曰：“汝乃背主之人，何反责我？	" Đô viết: "Nhữ nãi bối chủ chi nhân, hà phản trách ngã?
”关公曰：“我何为背主？	" Quan công viết: "Ngã hà vi bối chủ?
”都曰：“刘玄德在袁本初处，汝却从曹操，何也？	" Đô viết: "Lưu huyền đức tại viên bổn sơ xử, nhữ khước tòng tào thao, hà dã?
”关公更不打话，拍马舞刀向前。	" Quan công canh bất đả thoại, phách mã vũ đao hướng tiền.
龚都便走，关公赶上。	Cung đô tiện tẩu, quan công cản thượng.
都回身告关公曰：“故主之恩，不可忘也。	Đô hồi thân cáo quan công viết: "Cố chủ chi ân, bất khả vong dã.
公当速进，我让汝南。	Công đương tốc tiến, ngã nhượng nhữ nam.
”关公会意，驱军掩杀。	" Quan công hội ý, khu quân yểm sát.
刘、龚二人佯输诈败，四散去了。	Lưu, cung nhị nhân dương thâu trá bại, tứ tán khứ liễu.
云长夺得州县，安民已定，班师回许昌。	Vân trường đoạt đắc châu huyền, an dân dĩ định, ban sư hồi hứa xương.
曹操出郭迎接，赏劳军士。	Tào thao xuất quách nghênh tiếp, thưởng lao quân sĩ.
宴罢，云长回家，参拜二嫂于门外。	Yến bãi, vân trường hồi gia, tham bái nhị tẩu vu môn ngoại.
甘夫人曰：“叔叔西番出军，可知皇叔音信否？	Cam phu nhân viết: "Thúc thúc tây phiên xuất quân, khả tri hoàng thúc âm tín phủ?
”公答曰：“未也”。	" Công đáp viết: "Vị dã".
关公退，二夫人于门内痛哭曰：“想皇叔休矣！	Quan công thối, nhị phu nhân vu môn nội thống khốc viết: "Tưởng hoàng thúc hưu hĩ!
二叔恐我妹妹烦恼，故隐而不言。	Nhị thúc khủng ngã muội muội phiền não, cố ẩn nhi bất ngôn.
”正哭间，有一随行老军，听得哭声不绝，于门外告曰：“夫人休哭，主人现在河北袁绍处。	" Chánh khốc gian, hữu nhất tùy hành lão quân, nhân hưu khốc, chủ nhân hiện tại hà bắc viên thiệu xử.
”夫人曰：“汝何由知之？	" Phu nhân viết: "Nhữ hà do tri chi?
”军曰：“跟关将军出征，有人在阵上说来。	" Quân viết: "Cân quan tướng quân xuất chinh, hữu nhân tại trận thượng thuyết lai.
”夫人急召云长责之曰：“皇叔未尝负汝，汝今受曹操之恩，顿忘旧日之义，不以实情告我，何也？	" Phu nhân cấp triệu vân trường trách chi viết: "Hoàng thúc vị thường phụ nhữ, nhữ kim thụ tào thao chi ân, đốn vong cựu nhật chi nghĩa, bất dĩ thật tình cáo ngã, hà dã?
”关公顿首曰：“兄今委实在河北。	" Quan công đốn thủ viết: "Huynh kim ủy thật tại hà bắc.
未敢教嫂嫂知者，恐有泄漏也。	Vị cảm giáo tẩu tẩu tri giả, khủng hữu tiết lậu dã.
事须缓图，不可欲速。	Sự tu hoãn đồ, bất khả dục tốc.
”甘夫人曰：“叔宜上紧。	" Cam phu nhân viết: "Thúc nghi thượng khẩn.
”公退，寻思去计，坐立不安。	" Công thối, tầm tư khứ kế, tọa lập bất an. bà hỏi: - Sao nhà ngươi biết?

Paragraph 319
原来于禁探知刘备在河北，报与曹操。	Nguyên lai vu cấm tham tri lưu bị tại hà bắc, báo dữ tào thao.
操令张辽来探关公意。	Thao lệnh trương liêu lai tham quan công ý.
关公正闷坐，张辽入贺曰：“闻兄在阵上知玄德音信，特来贺喜。	Quan công chánh muộn tọa, trương liêu nhập hạ viết: "Văn huynh tại trận thượng tri huyền đức âm tín, đặc lai hạ hỉ.
”关公曰：“故主虽在，未得一见，何喜之有！	" Quan công viết: "Cố chủ tuy tại, vị đắc nhất kiến, hà hỉ chi hữu!
”辽曰：“兄与玄德交，比弟与兄交何如？	" Liêu viết: "Huynh dữ huyền đức giao, bỉ đệ dữ huynh giao hà như?
”公曰：“我与兄，朋友之交也；我与玄德，是朋友而兄弟、兄弟而主臣者也：岂可共论乎？	" Công viết: "Ngã dữ huynh, bằng hữu chi giao dã; ngã dữ huyền đức, thị bằng hữu nhi huynh đệ, huynh đệ nhi chủ thần giả dã: khởi khả cộng luận hồ?
”辽曰：“今玄德在河北，兄往从否？	"Liêu viết: "Kim huyền đức tại hà bắc, huynh vãng tòng phủ?
”关公曰：“昔日之言，安肯背之！	" Quan công viết: "Tích nhật chi ngôn, an khẳng bối chi!
文远须为我致意丞相。	Văn viễn tu vi ngã trí ý thừa tương.
”张辽将关公之言，回告曹操，操曰：“吾自有计留之。	" Trương liêu tương quan công chi ngôn, hồi cáo tào thao, thao viết: "Ngô tự hữu kế lưu chi.
”	"

Paragraph 320
且说关公正寻思间，忽报有故人相访。	Thả thuyết quan công chánh tầm tư gian, hốt báo hữu cố nhân tương phóng.
及请入，却不相识。	Cập thỉnh nhập, khước bất tương thức.
关公问曰：“公何人也？	Quan công vấn viết: "Công hà nhân dã?
”答曰：“某乃袁绍部下南阳陈震也。	" Đáp viết: "Mỗ nãi viên thiệu bộ hạ nam dương trần chấn dã.
”关公大惊，急退左右，问曰：“先生此来，必有所为？	" Quan công đại kinh, cấp thối tả hữu, vấn viết: "Tiên sinh thử lai, tất hữu sở vi?
”震出书一缄，递与关公。	" Chấn xuất thư nhất giam, đệ dữ quan công.
公视之，乃玄德书也。	Công thị chi, nãi huyền đức thư dã.
其略云：“备与足下，自桃园缔盟，誓以同死。	Kì lược vân: "Bị dữ túc hạ, tự đào viên đế minh, thệ dĩ đồng tử.
今何中道相违，割恩断义？	Kim hà trung đạo tương vi, cát ân đoạn nghĩa?
君必欲取功名、图富贵，愿献备首级以成全功。	Quân tất dục thủ công danh, đồ phú quý, nguyện hiến bị thủ cấp dĩ thành toàn công.
书不尽言，死待来命。	Thư bất tẫn ngôn, tử đãi lai mệnh.
”关公看书毕，大哭曰：“某非不欲寻兄，奈不知所在也。	" Quan công khán thư tất, đại khốc viết: "Mỗ phi bất dục tầm huynh, nại bất tri sở tại dã.
”震曰：“玄德望公甚切，公既不背旧盟，宜速往见。	"Huyền đức vọng công thậm thiết, công kí bất bối cựu minh, nghi tốc vãng kiến.
”关公曰：“人生天地间，无终始者，非君子也。	" Quan công viết: "Nhân sinh thiên địa gian, vô chung thủy giả, phi quân tử dã.
吾来时明白，去时不可不明白。	Ngô lai thời minh bạch, khứ thời bất khả bất minh bạch.
吾今作书，烦公先达知兄长，容某辞却曹操，奉二嫂来相见。	Ngô kim tác thư, phiền công tiên đạt tri huynh trưởng, dung mỗ từ khước tào thao, phụng nhị tẩu lai tương kiến.
”震曰：“倘曹操不允。	" Chấn viết: "Thảng tào thao bất duẫn.
为之奈何？	Vi chi nại hà?
”公曰：“吾宁死，岂肯久留于此！	" Công viết: "Ngô ninh tử, khởi khẳng cửu lưu vu thử!
震曰：“公速作回书，免致刘使君悬望。	Chấn viết: "Công tốc tác hồi thư, miễn trí lưu sử quân huyền vọng.
”关公写书答云：“窃闻义不负心，忠不顾死。	" Quan công tả thư đáp vân: "Thiết văn nghĩa bất phụ tâm, trung bất cố tử.
羽自幼读书，粗知礼义，观羊角哀、左伯桃之事，未尝不三叹而流涕也。	Vũ tự ấu độc thư, thô tri lễ nghĩa, quan dương giác ai, tả bá đào chi sự, vị thường bất tam thán nhi lưu thế dã.
前守下邳。	Tiền thủ hạ bi.
内无积粟，外听援兵；欲即效死，奈有二嫂之重，未敢断首捐躯，致负所托；故尔暂且羁身，冀图后会。	Nội vô tích túc, ngoại thính viên binh; dục tức hiệu tử, nại hữu nhị tẩu chi trọng, vị cảm đoạn thủ quyên khu, trí phụ sở thác; cố nhĩ tạm thả ki thân, kí đồ hậu hội.
近至汝南，方知兄信；即当面辞曹公，奉二嫂归。	Cận chí nhữ nam, phương tri huynh tín; tức đương diện từ tào công, phụng nhị tẩu quy.
羽但怀异心，神人共戮。	Vũ đãn hoài dị tâm, thần nhân cộng lục.
披肝沥胆，笔楮难穷。	Phi can lịch đảm, bút chử nan cùng.
瞻拜有期，伏惟照鉴。	Chiêm bái hữu kì, phục duy chiếu giám.
”陈震得书自回。	" Trần chấn đắc thư tự hồi. đâu dám cầu phú quý mà quên không hết lời, bái kiến có ngày,

Paragraph 321
关公入内告知二嫂，随即至相府，拜辞曹操。	Quan công nhập nội cáo tri nhị tẩu, tùy tức chí tương phủ, bái từ tào thao.
操知来意，乃悬回避牌于门。	Thao tri lai ý, nãi huyền hồi tị bài vu môn.
关公怏怏而回，命旧日跟随人役，收拾车马，早晚伺候；分付宅中，所有原赐之物，尽皆留下，分毫不可带去。	Quan công ưởng ưởng nhi hồi, mệnh cựu nhật cân tùy nhân dịch, thu thập xa mã, tảo vãn tý hậu; phân phó trạch trung, sở hữu nguyên tứ chi vật, tẫn giai lưu hạ, phân hào bất khả đái khứ.
次日再往相府辞谢，门首又挂回避牌。	Thứ nhật tái vãng tương phủ từ tạ, môn thủ hựu quải hồi tị bài.
关公一连去了数次，皆不得见。	Quan công nhất liên khứ liễu sổ thứ, giai bất đắc kiến.
乃往张辽家相探，欲言其事。	Nãi vãng trương liêu gia tương tham, dục ngôn kì sự.
辽亦托疾不出。	Liêu diệc thác tật bất xuất.
关公思曰：“此曹丞相不容我去之意。	Quan công tư viết: "Thử tào thừa tương bất dung ngã khứ chi ý.
我去志已决，岂可复留！	Ngã khứ chí dĩ quyết, khởi khả phục lưu!
”即写书一封，辞谢曹操。	" Tức tả thư nhất phong, từ tạ tào thao.
书略曰：“羽少事皇叔，誓同生死；皇天后土，实闻斯言。	Thư lược viết: "Vũ thiểu sự hoàng thúc, thệ đồng sinh tử; hoàng thiên hậu thổ, thật văn tư ngôn.
前者下邳失守，所请三事，已蒙恩诺。	Tiền giả hạ bi thất thủ, sở thỉnh tam sự, dĩ mông ân nặc.
今探知故主现在袁绍军中，回思昔日之盟，岂容违背？	Kim tham tri cố chủ hiện tại viên thiệu quân trung, hồi tư tích nhật chi minh, khởi dung vi bối?
新恩虽厚，旧义难忘。	Tân ân tuy hậu, cựu nghĩa nan vong.
兹特奉书告辞，伏惟照察。	Tư đặc phụng thư cáo từ, phục duy chiếu sát.
一面将累次所受金银，一一封置库中，悬汉寿亭侯印于堂上，请二夫人上车。	Kì hữu dư ân vị báo, luy thứ sở thụ kim ngân, nhất nhất phong trí khố trung, huyền hán thọ đình hầu ấn vu đường thượng, thỉnh nhị phu nhân thượng xa.
关公上赤兔马，手提青龙刀，率领旧日跟随人役，护送车仗，径出北门。	Quan công thượng xích thỏ mã, thủ đề thanh long đao, suất lĩnh cựu nhật cân tùy nhân dịch, hộ tống xa trượng, kính xuất bắc môn.
门吏挡之。	Môn lại đáng chi.
关公怒目横刀，大喝一声，门吏皆退避。	Quan công nộ mục hoành đao, đại hát nhất thanh, môn lại giai thối tị.
关公既出门，谓从者曰：“汝等护送车仗先行，但有追赶者，吾自当之，勿得惊动二位夫人。	Quan công kí xuất môn, vị tòng giả viết: "Nhữ đẳng hộ tống xa trượng tiên hành, đãn hữu truy cản giả, ngô tự đương chi, vật đắc kinh động nhị vị phu nhân.
”从者推车，望官道进发。	" tòng giả thôi xa, vọng quan đạo tiến phát.
却说曹操正论关公之事未定，左右报关公呈书。	Khước thuyết tào thao chánh luận quan công chi sự vị định, tả hữu báo quan công trình thư.
操即看毕，大惊曰：“云长去矣！	Thao tức khán tất, đại kinh viết: "Vân trường khứ hĩ!
”忽北门守将飞报：“关公夺门而去，车仗鞍马二十余人，皆望北行。	" Hốt bắc môn thủ tướng phi báo: "Quan công đoạt môn nhi khứ, xa trượng an mã nhị thập dư nhân, giai vọng bắc hành.
”又关公宅中人来报说：“关公尽封所赐金银等物。	" hựu quan công trạch trung nhân lai báo thuyết: "Quan công tẫn phong sở tứ kim ngân đẳng vật.
美女十人，另居内室。	Mĩ nữ thập nhân, lánh cư nội thất.
其汉寿亭侯印悬于堂上。	Kì hán thọ đình hầu ấn huyền vu đường thượng.
丞相所拨人役，皆不带去，只带原跟从人，及随身行李，出北门去了。	Thừa tương sở bát nhân dịch, giai bất đái khứ, chỉ đái nguyên cân tòng nhân, cập tùy thân hành lý, xuất bắc môn khứ liễu.
”众皆愕然。	" chúng giai ngạc nhiên.
一将挺身出曰：“某愿将铁骑三千，去生擒关某，献与丞相！	Nhất tương đĩnh thân xuất viết: "Mỗ thiên, khứ sinh cầm quan mỗ, hiến dữ thừa tương!
”众视之，乃将军蔡阳也。	" Chúng thị chi, nãi tướng quân thái dương dã.
正是：欲离万丈蛟龙穴，又遇三千狼虎兵。	Chánh thị: dục li vạn trượng giao long huyệt, hựu ngộ tam thiên lang hổ binh.
蔡阳要赶关公，毕竟如何，且听下文分解。	Thái dương yếu cản quan công, tất cánh như hà, thả thính hạ văn phân giải. thân đi ra cửa bắc.
第二十七回美髯公千里走单骑汉寿侯五关斩六将	Một viên tướng nhả ra nói: - Tôi xin đem ba nghìn quân thiết kỵ bắt sống Quan Vũ Đệ nhị thập thất hồi mĩ nhiêm công thiên lí tẩu đan kỵ hán thọ hầu ngũ quan trảm lục

Paragraph 322
却说曹操部下诸将中，自张辽而外，只有徐晃与云长交厚，其余亦皆敬服；独蔡阳不服关公，故今日闻其去，欲往追之。	Khước thuyết tào thao bộ hạ chư tướng trung, tự trương liêu nhi ngoại, chỉ hữu từ hoảng dữ vân trường giao hậu, kì dư diệc giai kính phục; độc thái dương bất phục quan công, cố kim nhật văn kì khứ, dục vãng truy chi.
操曰：“不忘故主，来去明白，真丈夫也。	Thao viết: "Bất vong cố chủ, lai khứ minh bạch, chân trượng phu dã.
汝等皆当效之。	Nhữ đẳng giai đương hiệu chi.
”遂叱退蔡阳，不令去赶。	" Toại sất thối thái dương, bất lệnh khứ cản.
程昱曰：“丞相待关某甚厚，今彼不辞而去，乱言片楮，冒渎钧威，其罪大矣。	Trình dục viết: "Thừa tương đãi quan mỗ thậm hậu, kim bỉ bất từ nhi khứ, loạn ngôn phiến chử, mạo độc quân uy, kì tội đại hĩ.
若纵之使归袁绍，是与虎添翼也。	Nhược túng chi sử quy viên thiệu, thị dữ hổ thiêm dực dã.
不若追而杀了，以绝后患。	Bất nhược truy nhi sát liễu, dĩ tuyệt hậu hoạn.
”操曰：“吾昔已许之，岂可失信！	" Thao viết: "Ngô tích dĩ hứa chi, khởi khả thất tín!
彼各为其主，勿追也。	Bỉ các vi kì chủ, vật truy dã.
”因谓张辽曰：“云长封金挂印，财贿不以动其心，爵禄不以移其志，此等人吾深敬之。	" Nhân vị trương liêu viết: "Vân trường phong kim quải ấn, tài hối bất dĩ động kì tâm, tước lộc bất dĩ di kì chí, thử đẳng nhân ngô thâm kính chi.
想他去此不远，我一发结识他做个人情。汝可先去请住他，待我与他送行，更以路费征袍赠之，使为后日记念。	Tưởng tha khứ thử bất viễn, ngã nhất phát kết thức tha tố cá nhân canh dĩ lộ phí chinh bào tặng chi, sử vi hậu nhật kí niệm.
”张辽领命，单骑先往。	" Trương liêu lĩnh mệnh, đan kỵ tiên vãng.
曹操引数十骑随后而来。	Tào thao dẫn sổ thập kỵ tùy hậu nhi lai. đợi ta ra tiễn, còn có lộ phí và chiến bào đem tặng, để làm kỷ

Paragraph 323
却说云长所骑赤兔马，日行千里，本是赶不上；因欲护送车仗，不敢纵马，按辔徐行。	Khước thuyết vân trường sở kỵ xích thỏ mã, nhật hành thiên lí, bổn thị cản bất thượng; nhân dục hộ tống xa trượng, bất cảm túng mã, án bí từ hành.
忽听背后有人大叫：“云长且慢行！	Hốt thính bối hậu hữu nhân đại khiếu: "Vân trường thả mạn hành!
”回头视之，见张辽拍马而至。	" Hồi đầu thị chi, kiến trương liêu phách mã nhi chí.
关公教车仗从人，只管望大路紧行；自己勒住赤兔马，按定青龙刀，问曰：“文远莫非欲追我回乎？	Quan công giáo xa trượng tòng nhân, chỉ quản vọng đại lộ khẩn hành; tự kỷ lặc trụ xích thỏ mã, án định thanh long đao, vấn viết: "Văn viễn mạc phi dục truy ngã hồi hồ?
”辽曰：“非也。	" Liêu viết: "Phi dã.
丞相知兄远行，欲来相送，特先使我请住台驾，别无他意。	Thừa tương tri huynh viễn hành, dục lai tương tống, đặc tiên sử ngã thỉnh trụ đài giá, biệt vô tha ý.
”关公曰：“便是丞相铁骑来，吾愿决一死战！	" Quan công viết: "Tiện thị thừa tương thiết kỵ lai, ngô nguyện quyết nhất tử chiến!
”遂立马于桥上望之。	" Toại lập mã vu kiều thượng vọng chi.
见曹操引数十骑，飞奔前来，背后乃是许褚、徐晃、于禁、李典之辈。	Kiến tào thao dẫn sổ thập kỵ, phi bôn tiền lai, bối hậu nãi thị hứa trử, từ hoảng, vu cấm, lý điển chi bối.
操见关公横刀立马于桥上，令诸将勒住马匹，左右排开。	Thao kiến quan công hoành đao lập mã vu kiều thượng, lệnh chư tướng lặc trụ mã thất, tả hữu bài khai.
关公见众人手中皆无军器，方始放心。	Quan công kiến quân khí, phương thủy phóng tâm.
操曰：“云长行何太速？	Thao viết: "Vân trường hành hà thái tốc?
”关公于马上欠身答曰：“关某前曾禀过丞相。	" Quan công vu mã thượng khiếm thân đáp viết: "Quan mỗ tiền tằng bẩm quá thừa tương.
今故主在河北，不由某不急去。	Kim cố chủ tại hà bắc, bất do mỗ bất cấp khứ.
累次造府，不得参见，故拜书告辞，封金挂印，纳还丞相。	Luy thứ tạo phủ, bất đắc tham kiến, cố bái thư cáo từ, phong kim quải ấn, nạp hoàn thừa tương.
望丞相勿忘昔日之言。	Vọng thừa tương vật vong tích nhật chi ngôn.
”操曰：“吾欲取信于天下，安肯有负前言。	" Thao viết: "Ngô dục thủ tín vu thiên hạ, an khẳng hữu phụ tiền ngôn.
恐将军途中乏用，特具路资相送。	Khủng tướng quân đồ trung phạp dụng, đặc cụ lộ tư tương tống.
”一将便从马上托过黄金一盘。	" Nhất tương tiện tòng mã thượng thác quá hoàng kim nhất bàn.
关公曰：“累蒙恩赐，尚有余资。	Quan công viết: "Luy mông ân tứ, thượng hữu dư tư.
留此黄金以赏将士。	Lưu thử hoàng kim dĩ thưởng tướng sĩ.
”操曰：“特以少酬大功于万一，何必推辞？	" Thao viết: "Đặc dĩ thiểu thù đại công vu vạn nhất, hà tất thôi từ?
”关公曰：“区区微劳，何足挂齿。	" Quan công viết: "Khu khu vi lao, hà túc quải xỉ.
”操笑曰：“云长天下义士，恨吾福薄，不得相留。	" Thao tiếu viết: "Vân trường thiên hạ nghĩa sĩ, hận ngô phúc bạc, bất đắc tương lưu.
锦袍一领，略表寸心。	Cẩm bào nhất lĩnh, lược biểu thốn tâm.
”令一将下马，双手捧袍过来。	" Lệnh nhất tương hạ mã, song thủ phủng bào quá lai.
云长恐有他变，不敢下马，用青龙刀尖挑锦袍披于身上，勒马回头称谢曰：“蒙丞相赐袍，异日更得相会。	Vân trường khủng hữu tha biến, bất cảm hạ mã, dụng thanh long đao tiêm thiêu cẩm bào phi vu thân thượng, lặc mã hồi đầu xưng tạ viết: "Mông thừa tương tứ bào, dị nhật canh đắc tương hội.
”遂下桥望北而去。	" Toại hạ kiều vọng bắc nhi khứ.
许褚曰：“此人无礼太甚，何不擒之？	Hứa thậm, hà bất cầm chi?
”操曰：“彼一人一骑，吾数十余人，安得不疑？	" Thao viết: "Bỉ nhất nhân nhất kỵ, ngô sổ thập dư nhân, an đắc bất nghi?
吾言既出，不可追也。	Ngô ngôn kí xuất, bất khả truy dã.
”曹操自引众将回城，于路叹想云长不已。	" Tào thao tự dẫn chúng tướng hồi thành, vu lộ thán tưởng vân trường bất dĩ. không bắt lấy?

Paragraph 324
不说曹操自回。	Bất thuyết tào thao tự hồi.
且说关公来赶车仗。	Thả thuyết quan công lai cản xa trượng.
约行三十里，却只不见。	Ước hành tam thập lí, khước chỉ bất kiến.
云长心慌，纵马四下寻之。	Vân trường tâm hoảng, túng mã tứ hạ tầm chi.
忽见山头一人，高叫：“关将军且住！	Hốt kiến sơn đầu nhất nhân, cao khiếu: "Quan tướng quân thả trụ!
”云长举目视之，只见一少年，黄巾锦衣，持枪跨马，马项下悬着首级一颗，引百余步卒，飞奔前来。	" Vân trường cử mục thị chi, chỉ kiến nhất thiếu niên, hoàng cân cẩm y, trì thương khóa mã, mã hạng hạ huyền trứ thủ cấp nhất khỏa, dẫn bách dư bộ tốt, phi bôn tiền lai.
公问曰：“汝何人也？	Công vấn viết: "Nhữ hà nhân dã?
”少年弃枪下马，拜伏于地。	" Thiếu niên khí thương hạ mã, bái phục vu địa.
云长恐是诈，勒马持刀问曰：“壮士，愿通姓名。	Vân trường khủng thị trá, lặc mã trì đao vấn viết: "Tráng sĩ, nguyện thông tính danh.
”答曰：“吾本襄阳人，姓廖，名化，字元俭。	" Đáp viết: "Ngô bổn tương dương nhân, tính liêu, danh hóa, tự nguyên kiệm.
因世乱流落江湖，聚众五百余人，劫掠为生。	Nhân thế loạn lưu lạc giang hồ, tụ chúng ngũ bách dư nhân, kiếp lược vi sinh.
恰才同伴杜远下山巡哨，误将两夫人劫掠上山。	Kháp tài đồng bạn đỗ viễn hạ sơn tuần tiếu, ngộ tương lưỡng sơn.
吾问从者，知是大汉刘皇叔夫人，且闻将军护送在此，吾即欲送下山来。	Ngô vấn tòng giả, tri thị đại hán lưu hoàng thúc phu nhân, thả văn tướng quân hộ tống tại thử, ngô tức dục tống hạ sơn lai.
杜远出言不逊，被某杀之。	Đỗ viễn xuất ngôn bất tốn, bị mỗ sát chi.
今献头与将军请罪。	Kim hiến đầu dữ tướng quân thỉnh tội.
”关公曰：“二夫人何在？	" Quan công viết: "Nhị phu nhân hà tại?
”化曰：“现在山中。	" Hóa viết: "Hiện tại sơn trung.
”关公教急取下山。	" Quan công giáo cấp thủ hạ sơn.
不移时，百余人簇拥车仗前来。	Bất di thời, bách dư nhân thốc ủng xa trượng tiền lai.
关公下马停刀，叉手于车前问候曰：“二嫂受惊否？	Quan công hạ mã đình đao, xoa thủ vu xa tiền vấn hậu viết: "Nhị tẩu thụ kinh phủ?
”二夫人曰：“若非廖将军保全，已被杜远所辱。	" Nhị phu nhân viết: "Nhược phi liêu tướng quân bảo toàn, dĩ bị đỗ viễn sở nhục.
”关公问左右曰：“廖化怎生救夫人？	" Quan công vấn tả hữu viết: "Liêu hóa chẩm sinh cứu phu nhân?
”左右曰：“杜远劫上山去，就要与廖化各分一人为妻。	" Tả hữu viết: "Đỗ viễn kiếp thượng sơn khứ, tựu yếu dữ liêu hóa các phân nhất nhân vi thê.
廖化问起根由，好生拜敬，杜远不从，已被廖化杀了。	Liêu hóa vấn khởi căn do, hảo sinh bái kính, đỗ viễn bất tòng, dĩ bị liêu hóa sát liễu.
”关公听言，乃拜谢廖化。	" Quan công thính ngôn, nãi bái tạ liêu hóa.
廖化欲以部下人送关公。	Liêu hóa dục dĩ bộ hạ nhân tống quan công.
关公寻思此人终是黄巾余党，未可作伴，乃谢却之。	Quan công tầm tư thử nhân chung thị hoàng cân dư đảng, vị khả tác bạn, nãi tạ khước chi.
廖化又拜送金帛，关公亦不受。	Liêu hóa hựu bái tống kim bạch, quan công diệc bất thụ.
廖化拜别，自引人伴投山谷中去了。	Liêu hóa bái biệt, tự dẫn nhân bạn đầu sơn cốc trung khứ liễu.
庄主出迎，须发皆白，问曰：“将军姓甚名谁？	Vân trường tương tào thao tặng bào sự, Trang chủ xuất nghênh, tu phát giai bạch, vấn viết: "Tướng quân tính thậm danh thùy?
”关公施礼曰：“吾乃刘玄德之弟关某也。	" Quan công thi lễ viết: "Ngô nãi lưu huyền đức chi đệ quan mỗ dã.
”老人曰：“莫非斩颜良、文丑的关公否？	" Lão nhân viết: "Mạc phi trảm nhan lương, văn sửu đích quan công phủ?
”公曰：“便是。	" Công viết: "Tiện thị.
”老人大喜，便请入庄。	" Lão nhân đại hỉ, tiện thỉnh nhập trang.
关公曰：“车上还有二位夫人。	Quan công viết: "Xa thượng hoàn hữu nhị vị phu nhân.
”老人便唤妻女出迎。	" Lão nhân tiện hoán thê nữ xuất nghênh.
二夫人至草堂上，关公叉手立于二夫人之侧。	Nhị phu nhân chí thảo đường thượng, quan công xoa thủ lập vu nhị phu nhân chi trắc.
老人请公坐，公曰“尊嫂在上，安敢就坐！	Lão nhân thỉnh công tọa, công viết "Tôn tẩu tại thượng, an cảm tựu tọa!
”老人乃令妻女请二夫人入内室款待，自于草堂款待关公。	" Lão nhân nãi lệnh thê nữ thỉnh nhị phu nhân nhập nội thất khoản đãi, tự vu thảo đường khoản đãi quan công.
关公问老人姓名。	Quan công vấn lão nhân tính danh.
老人曰：“吾姓胡，名华。	Lão nhân viết: "Ngô tính hồ, danh hoa.
桓帝时曾为议郎，致仕归乡。	Hoàn đế thời tằng vi nghị lang, trí sĩ quy hương.
今有小儿胡班，在荣阳太守王植部下为从事。	Kim hữu tiểu nhi hồ ban, tại vinh dương thái thủ vương thực bộ hạ vi tòng sự.
将军若从此处经过，某有一书寄与小儿。	Tướng quân nhược tòng thử xử kinh quá, mỗ hữu nhất thư kí dữ tiểu nhi.
”关公允诺。	" Quan công duẫn nặc.
次日早膳毕，请二嫂上车，取了胡华书信，相别而行，取路投洛阳来。	Thứ nhật tảo thiện tất, thỉnh nhị tẩu thượng xa, thủ liễu hồ hoa thư tín, tương biệt nhi hành, thủ lộ đầu lạc dương lai.
前至一关，名东岭关。	Tiền chí nhất quan, danh đông lĩnh quan.
把关将姓孔，名秀，引五百军兵在岭上把守。	Bả quan tương tính khổng, danh tú, dẫn ngũ bách thủ.
当日关公押车仗上岭，军士报知孔秀，秀出关来迎。	Đương nhật quan công áp xa trượng thượng lĩnh, quân sĩ báo tri khổng tú, tú xuất quan lai nghênh.
关公下马，与孔秀施礼。	Quan công hạ mã, dữ khổng tú thi lễ.
秀曰：“将军何往？	Tú viết: "Tướng quân hà vãng?
”公曰：“某辞丞相，特往河北寻兄。	" Công viết: "Mỗ từ thừa tương, đặc vãng hà bắc tầm huynh.
”秀曰：“河北袁绍，正是丞相对头。	" Tú viết: "Hà bắc viên thiệu, chánh thị thừa tương đối đầu.
将军此去，必有丞相文凭？	Tướng quân thử khứ, tất hữu thừa tương văn bằng?
”公曰：“因行期慌迫，不曾讨得。	" Công viết: "Nhân hành kì hoảng bách, bất tằng thảo đắc.
”秀曰：“既无文凭，待我差人禀过丞相，方可放行。	" Tú viết: "Kí vô văn bằng, đãi ngã sai nhân bẩm quá thừa tương, phương khả phóng hành.
”关公曰：“待去禀时，须误了我行程。	" Quan công viết: "Đãi khứ bẩm thời, tu ngộ liễu ngã hành trình.
”秀曰：“法度所拘，不得不如此。	" Tú viết: "Pháp độ sở câu, bất đắc bất như thử.
”关公曰：“汝不容我过关乎？	" Quan công viết: "Nhữ bất dung ngã quá quan hồ?
”秀曰：“汝要过去，留下老小为质。	" Tú viết: "Nhữ yếu quá khứ, lưu hạ lão tiểu vi chất.
”关公大怒，举刀就杀孔秀。	" Quan công đại nộ, cử đao tựu sát khổng tú.
秀退入关去，鸣鼓聚军，披挂上马，杀下关来，大喝曰：“汝敢过去么！	Tú thối nhập quan khứ, minh cổ tụ quân, phi quải thượng mã, sát hạ quan lai, đại hát viết: "Nhữ cảm quá khứ yêu!
